Project Name,Approved Budget,Start Date,End Date,TOR,Date Of Delivery,Other Relevant Information,Required Quantity,Procuring Entity
"Food Assistance & Other Relief Goods For Affected Households & Frontliners, LGU (Foods)","PHP49,822",2020-04-15,2020-04-22,../Data/Files/Pr/15909932131190680565ed4a13da6994_116.Pdf,2020-04-15,../Data/Files/Pr/159099321311148546755ed4a13deb565_116.Pdf,979.1,LGU Perez Quezon
Procurement Of Personal Protective Equipment,"PHP300,000",2020-04-17,2020-04-24,../Data/Files/Pr/15909933326472590555ed4a1b45aa5c_117.Pdf,2020-04-17,../Data/Files/Pr/159099333221156998565ed4a1b48da02_117.Pdf,650,LGU Perez Quezon
Procurement Of Medicines & Vitamins,"PHP999,964",2020-04-17,2020-04-27,../Data/Files/Pr/15909936609844183575ed4a2fcbf3ff_118.Pdf,2020-04-17,../Data/Files/Pr/159099366118914319205ed4a2fd596ec_118.Pdf,"3,526.00",LGU Perez Quezon
Pneumoccocal Polysaccharide Vaccine 25mcg/0.5ml,"PHP1,190,000",2020-05-08,2020-05-18,../Data/Files/Pr/15909956548334901035ed4aac656d5a_PR#2020-05-0841.PDF,2020-05-14,../Data/Files/Pr/15909956541950382905ed4aac6839ad_BAC Res 2020-05-0810.PDF,700,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
Food Assistance & Other Relief Goods For Affected Household (Rice),"PHP409,400",2020-04-17,2020-04-24,../Data/Files/Pr/1591056879616001315ed599ef46752_119.Pdf,2020-04-17,../Data/Files/Pr/159105687911054083905ed599ef8945d_119.Pdf,178,LGU Perez Quezon
Food Assistance & Other Relief Goods For Affected Households,"PHP290,025",2020-04-17,2020-04-24,../Data/Files/Pr/15910571911887223495ed59b272385c_120.Pdf,2020-04-17,../Data/Files/Pr/159105719117400808575ed59b274fbb2_120.2.Pdf,185,LGU Perez Quezon
Food Assistance & Other Relief Goods For Affected Household & Frontliners (Pork),"PHP169,092",2020-04-27,2020-05-11,../Data/Files/Pr/15910653779608731725ed5bb21338f5_121.Pdf,2020-04-27,../Data/Files/Pr/15910653776773260545ed5bb2174c1b_121.Pdf,924,LGU Perez Quezon
Food Assistance & Other Relief Goods For Affected Household & Frontliners (Pork),"PHP73,932",2020-04-27,2020-05-11,../Data/Files/Pr/159106546713265850805ed5bb7bd7eb6_122.Pdf,2020-04-27,../Data/Files/Pr/15910654687317285615ed5bb7c0c95f_122.Pdf,404,LGU Perez Quezon
"Procurement Of Disinfectants, Sprayers, Disinfection Tents & Other Disinfecting Supplies & Misting Equipment","PHP419,800",2020-04-27,2020-05-07,../Data/Files/Pr/159106593112741631515ed5bd4b0e0ed_100-20-04-123-20200427.Pdf,2020-04-27,../Data/Files/Pr/15910659379170281005ed5bd51aa556_100-20-04-123-20200427.Pdf,"1,424.00",LGU Perez Quezon
Purchase/Rental Of Tents For Temporary Shelters Of The Homeless,"PHP700,000",2020-04-27,2020-05-07,../Data/Files/Pr/159106719318721172925ed5c23920f74_100-20-04-124-20200427.Pdf,2020-04-27,../Data/Files/Pr/15910671932636561315ed5c239505ef_100-20-04-124-20200427.Pdf,140,LGU Perez Quezon
"Oplan ""Sita"", Checkpoint, Patrolling","PHP41,562",2020-04-28,2020-05-05,../Data/Files/Pr/159106734310009869155ed5c2cfc85ca_100-20-04-125-20200428.Pdf,2020-04-28,../Data/Files/Pr/159106734417952309335ed5c2d000d3b_100-20-04-125-20200428.Pdf,"1,620.00",LGU Perez Quezon
Food Assistance & Other Relief Goods For Affected Households (Rice),"PHP418,600",2020-04-29,2020-05-06,../Data/Files/Pr/15910675394833209835ed5c393f3e23_100-20-04-126-20200429.Pdf,2020-04-29,../Data/Files/Pr/15910675403410126505ed5c39429ca2_100-20-04-126-20200429.Pdf,182,LGU Perez Quezon
"PROVISION OF PACKAGE OF SUPPLEMENTAL FOOD & NON-FOOD ITEMS UNDER ARBold Project (Sardines,Noodles,Bath Soap & Face Mask)","PHP327,342",2020-05-12,2020-05-31,../Data/Files/Pr/15910681755142226395ed5c60f2d5d4_PR 175_pdf.Pdf,2020-05-12,../Data/Files/Pr/15910681756442255385ed5c60f5c035_Reso 61.Pdf,1,Department Of Agrarian Reform - Camarines Sur II
Emergency Purchase Of One (1) Unit 75KVA Generator Set For Use In The Municipal Isolation Unit For COVID-19 Response In This Municipality,"PHP850,000",2020-06-08,2020-06-18,../Data/Files/Pr/15910690124286651545ed5c95418346_PR_Emergency Purchase Of Genset.Jpeg,2020-06-18,../Data/Files/Pr/159106901220284032785ed5c9544457c_RFQ_Emergency Purchase Of Genset.Pdf,1,LGU MALALAG
PROVISION OF WELL-MILLED RICE UNDER ARBold PROJECT,"PHP203,300",2020-05-12,2020-05-31,../Data/Files/Pr/159107552310517417975ed5e2c3ccf88_PR 175_pdf.Pdf,2020-05-12,../Data/Files/Pr/159107552418928908135ed5e2c4151d3_Reso 61.Pdf,107,Department Of Agrarian Reform - Camarines Sur II
Supply And Delivery Of Medical Supplies,"PHP37,100,000",2020-04-28,2020-05-27,../Data/Files/Pr/15910819068444595225ed5fbb26978a_Medical Supplies 3M.Pdf,2020-04-28,../Data/Files/Pr/159108190617230274185ed5fbb2967e1_Medical Supplies 3M.Pdf,30,Roxas City Government
Medicines,"PHP8,100,070",2020-04-28,2020-05-27,../Data/Files/Pr/15910819064114303845ed5fbb2b4bc8_Medicines 8M.Pdf,2020-05-28,../Data/Files/Pr/15910819068300455745ed5fbb2cc159_Medicines 8M.Pdf,18,Roxas City Government
Provision Of Supplies To Personnel & Volunteers For Disaster Operations & DRRM Activities,"PHP28,631.2",2020-04-29,2020-05-06,../Data/Files/Pr/159108388320636968645ed6036bbc8a3_100-20-04-126A-20200429.Pdf,2020-04-29,../Data/Files/Pr/15910838847706607555ed6036c050f3_126A.Pdf,473.62,LGU Perez Quezon
Uuse For Covid-19 Programs And Activities,"PHP377,490",2020-06-04,2020-06-08,../Data/Files/Pr/15911471011169681795ed6fa5df2241_img20200603_09153549.Jpg,2020-06-17,../Data/Files/Pr/159114710220755924685ed6fa5e2577b_Image (6).Jpg,1,Municipality Of Kalibo
Provision Of Disaster Equipment & Supplies To Accredited Community Disaster Volunteers (ACDV's) (Handheld Radio),"PHP49,920",2020-05-04,2020-05-14,../Data/Files/Pr/15911491905330256025ed7028674411_100-20-05-127-20200504.Pdf,2020-05-04,../Data/Files/Pr/15911491907616244915ed70286a641d_100-20-05-127-20200504.Pdf,12,LGU Perez Quezon
Food Assistance & Other Relief Goods For Affected Household & Frontliners (Pork),"PHP315,345.6",2020-05-04,2020-05-11,../Data/Files/Pr/159114942513265823595ed70371296f5_128.Pdf,2020-05-04,../Data/Files/Pr/159114942514630059145ed703715331b_100-20-05-128-20200504.Pdf,"1,723.20",LGU Perez Quezon
Food Assistance & Other Relief Goods For Affected Household & Frontliners (Pork For Frontliners),"PHP25,986",2020-05-04,2020-05-11,../Data/Files/Pr/159115037312671385005ed7072586d2c_100-20-05-129-20200504.Pdf,2020-05-04,../Data/Files/Pr/15911503733330485895ed70725ba26e_100-20-05-129-20200505.Pdf,142,LGU Perez Quezon
Transportation & Delivery Expenses (Transportation/ Hauling Of Relief Goods),"PHP12,000",2020-05-05,2020-05-12,../Data/Files/Pr/15911517098588326755ed70c5d667db_130.Pdf,2020-05-05,../Data/Files/Pr/15911517099483988795ed70c5d95962_130.Pdf,1,LGU Perez Quezon
"Fuel, Oil & Lubricants Expenses","PHP1,257.3",2020-05-13,2020-05-22,../Data/Files/Pr/159115235219140755435ed70ee0f13e0_131A.Pdf,2020-05-13,../Data/Files/Pr/15911523538964907835ed70ee131fc2_131A.Pdf,45,LGU Perez Quezon
"Fuel, Oil & Lubricants Expenses (Engine Oil & Gear Oil)","PHP3,140",2020-05-18,2020-05-25,../Data/Files/Pr/159115326115943332605ed7126de5176_135.Pdf,2020-05-18,../Data/Files/Pr/159115326215823935775ed7126e1f66a_135.Pdf,4,LGU Perez Quezon
Repair & Maintenance Of Transportation Equipment (Watercraft-Patrol Boat) (Spare Parts),PHP1,2020-05-18,2020-05-25,../Data/Files/Pr/159115359120131452685ed713b737dce_136.Pdf,2020-05-18,../Data/Files/Pr/159115359113827989145ed713b762c3c_136.Pdf,1,LGU Perez Quezon
Hygiene Kits,"PHP99,980",2020-05-20,2020-05-30,../Data/Files/Pr/159115481016291767165ed7187a97162_100-20-05-140-20200520.Pdf,2020-05-20,../Data/Files/Pr/159115481019167826515ed7187ad9a29_100-20-05-140-20200520.Pdf,"4,590.00",LGU Perez Quezon
Other Supplies & Materials (Personal Protective Equipment),"PHP499,985",2020-05-20,2020-05-30,../Data/Files/Pr/15911551054627041635ed719a1910f1_100-20-05-141-20200520.Pdf,2020-05-20,../Data/Files/Pr/15911551051051999305ed719a1c0a60_100-20-05-141-20200520.Pdf,"6,619.00",LGU Perez Quezon
"Medical, Dental & Laboratory Supplies","PHP199,990",2020-05-20,2020-05-30,../Data/Files/Pr/15911553111399295555ed71a6f52b79_100-20-05-142-20200520.Pdf,2020-05-20,../Data/Files/Pr/15911553113326980195ed71a6f8952e_100-20-05-142-20200520.Pdf,300,LGU Perez Quezon
Printing Of Tarpaulin/Information Drive,"PHP2,016",2020-05-08,2020-05-11,../Data/Files/Pr/159117248214394648975ed75d823822d_PRtarp.Pdf,2020-05-11,../Data/Files/Pr/159117248211372293275ed75d825c43d_proj.Requirements.Pdf,24,LGU-Remedios T. Romualdez
Transportation Expenses,"PHP88,853.3",2020-05-04,2020-05-12,../Data/Files/Pr/15911724828656976075ed75d82835df_PRgasoline.Pdf,2020-05-05,../Data/Files/Pr/15911724827545671575ed75d82c30af_proj.Requirements.Pdf,1,LGU-Remedios T. Romualdez
Transportation Expenses,"PHP26,969.5",2020-04-14,2020-04-24,../Data/Files/Pr/15911724829737717265ed75d82e133a_pr.Pdf,2020-04-24,../Data/Files/Pr/15911724833186031085ed75d830d694_proj.Requirements.Pdf,1,LGU-Remedios T. Romualdez
"Procurement Of 95 Gallon Disinfectant Liquid,1 Drum Alcohol, 500 Pcs Washable Facemask","PHP78,500",2020-04-07,2020-04-14,../Data/Files/Pr/159117274018711761855ed75e84ceae8_PRalcohol.Jpg,2020-04-07,../Data/Files/Pr/159117274114863479205ed75e8512a5c_POgoldfortunealcohol.Jpg,596,"Municipality Of Paete, Laguna"
Procurement Of Materials And Other Supplies,"PHP21,779",2020-04-01,2020-06-08,../Data/Files/Pr/159125641710413701705ed8a561c8431_spraybottles.Jpg,2020-04-02,../Data/Files/Pr/159125641717046163395ed8a561ef7c5_POkimberland.Jpg,1,"Municipality Of Paete, Laguna"
"Procurement Of Materials, Disifectant Supplies, Plastic, Battery, Paper Plate","PHP5,859",2020-04-03,2020-04-10,../Data/Files/Pr/159125731913513750205ed8a8e772acb_PRbatteryCadang.Jpg,2020-04-03,../Data/Files/Pr/159125731915696230625ed8a8e79c11a_POcadangatibapa.Jpg,1,"Municipality Of Paete, Laguna"
Emergency Purchase Of Additional Food Supplies For Emergency Relief Operations Due To COVID-19 Public Health Emergency And National State Of Calamity,"PHP4,500,000",2020-04-08,2020-04-13,../Data/Files/Pr/15915928563494653485eddc79883f29_PR_Emergency Purchase Of Additional Food Supplies For Emergency Relief Operations Due To COVID-19 Pu,2020-04-13,../Data/Files/Pr/159159285614860961095eddc798b3977_RFQ_Emergency Purchase Of Additional Food Supplies For Emergency Relief Operations Due To COVID-19,"1,354.00",LGU MALALAG
Supply And Delivery Of Laboratory Supplies (HbsAg Reagent Kit) 30 Test Kits/Box,"PHP240,000",2020-03-20,2020-04-03,../Data/Files/Pr/159159341216291048565eddc9c40f2df_20-03-022 NP-Emergency.Doc,2020-04-03,../Data/Files/Pr/15915934125988857725eddc9c437698_20-03-022 NP-Emergency.Doc,60,Talisay District Hospital
Supply And Delivery Of Laboratory Supplies (Syphilis Reagent Kit TPHA) 30 Test Kits/Box,"PHP45,000",2020-03-20,2020-04-03,../Data/Files/Pr/15915934125425209695eddc9c45b5e2_20-03-022 NP-Emergency.Doc,2020-04-03,../Data/Files/Pr/15915934126867860555eddc9c47d537_20-03-022 NP-Emergency.Doc,15,Talisay District Hospital
Emergency Purchase Of Medicine Supply For Use In The COVID-19 Mitigation And Response,"PHP105,050",2020-06-08,2020-06-15,../Data/Files/Pr/15915996321421366185edde210ab4f8_PR_Emergency Purchase Of Medicine Supply For COVID-19 Mitigation And Response Program.Jpeg,2020-06-15,../Data/Files/Pr/159159963211503086865edde210ed183_RFQ2_Medicine Supply For Use In The COVID-19 Mitigation And Response Program.Pdf,947,LGU MALALAG
PURCHASE OF RICE,"PHP2,610,000",2020-05-12,2020-06-12,../Data/Files/Pr/159167170011917787895edefb9410b6d_bayanihan Rice.Jpg,2020-05-13,../Data/Files/Pr/159167170020413851945edefb946c409_bayanihan Rice.Jpg RES.Jpg,"11,600.00",LGU VALENCIA
Supply And Delivery Of Laboratory Supplies (HbsAg Reagent Kit) 30 Test Kits/Box,"PHP480,000",2020-05-18,2020-06-08,../Data/Files/Pr/159168327621097489125edf28cc46909_RFQ 20-05-051.Pdf,2020-06-08,../Data/Files/Pr/159168327614740191745edf28ccbb123_RFQ 20-05-051.Pdf,120,Talisay District Hospital
SUPPLY AND DELIVERY OF DISPOSABLE MEDICAL FACE SHIELDS,"PHP30,000",2020-03-13,2020-03-16,../Data/Files/Pr/159168990417643825115edf42b012cf2_20-03-017 NP-Emergency.Doc,2020-03-16,../Data/Files/Pr/159168990410044296165edf42b04902d_20-03-017 NP-Emergency.Doc,200,Talisay District Hospital
Van Rental For 15 Days,"PHP48,000",2020-06-09,2020-06-30,../Data/Files/Pr/15916949378380049755edf565922885_PR 2195.Jpg,2020-06-09,../Data/Files/Pr/15916949376526621725edf565961f18_RFQ Van Rental 2195.Docx,1,DEPARTMENT OF AGRICULTURE - REGIONAL FIELD OFFICE 7
Van Rental For 5 Days,"PHP21,000",2020-06-11,2020-06-26,../Data/Files/Pr/159169493710153427215edf56597c844_PR 2196.Jpg,2020-06-11,../Data/Files/Pr/159169493711433582855edf5659ede85_RFQ Van Rental 2196.Docx,1,DEPARTMENT OF AGRICULTURE - REGIONAL FIELD OFFICE 7
Food Supplies Expenses (Rice),"PHP1,506,500",2020-06-16,2020-06-30,../Data/Files/Pr/15916955875394969115edf58e3ea470_Rice 655.Pdf,2020-06-16,../Data/Files/Pr/15916955881296507255edf58e443212_Rice 655.Pdf,655,LGU Perez Quezon
Radio Program Airtime (Blocktime),"PHP84,000",2020-05-30,2020-12-12,../Data/Files/Pr/159169564213211407245edf591ab8aae_PR 2123.Jpg,2020-05-30,../Data/Files/Pr/15916956429897127515edf591af2777_2123 Canvass Gass-20-2123 Radio Program Tagbilaran Saturday.Docx,24,DEPARTMENT OF AGRICULTURE - REGIONAL FIELD OFFICE 7
Food Supplies Expenses (Groceries),"PHP1,076,862.5",2020-06-16,2020-06-30,../Data/Files/Pr/159169627312287526755edf5b91aa752_Groceries.Xlsx.Pdf,2020-06-16,../Data/Files/Pr/159169627317646015435edf5b91d38ed_Groceries.Pdf,"19,197.50",LGU Perez Quezon
Procurement Of Drugs And Medicines,"PHP150,000",2020-05-11,2020-05-15,../Data/Files/Pr/159176975813952638815ee07a9eaa57e_pr.Pdf,2020-05-13,../Data/Files/Pr/159176975815571883985ee07a9ec9bfe_p.O1.Pdf,1,LGU-Remedios T. Romualdez
HRD Program CY-2020,"PHP99,500",2020-06-11,2020-06-15,../Data/Files/Pr/159183595716143373165ee17d3576dda_img20200609_14290749.Jpg,2020-06-24,../Data/Files/Pr/159183595718562307875ee17d35ad94f_img20200611_08345125.Jpg,1,Municipality Of Kalibo
Food Assistance & Other Relief Goods For Affected Households (Rice),"PHP407,100",2020-06-16,2020-06-23,../Data/Files/Pr/15918439532212264485ee19c712e697_Rice 177.Xlsx.Pdf,2020-06-16,../Data/Files/Pr/15918439531683602895ee19c715cb01_Rice 177.Pdf,177,LGU Perez Quezon
Food Assistance & Other Relief Goods For Affected Households,"PHP378,048",2020-06-16,2020-06-23,../Data/Files/Pr/15918445255471072695ee19ead270ee_relief.Pdf,2020-06-16,../Data/Files/Pr/159184452511558591325ee19ead4d0c3_Relief.Pdf,"28,048.00",LGU Perez Quezon
Supply And Delivery Of Rice,"PHP16,380,000",2020-04-16,2020-06-30,../Data/Files/Pr/159185456114789744865ee1c5e181b70_Rice 16M.Pdf,2020-04-30,../Data/Files/Pr/159185456116057267435ee1c5e19f1c6_Rice 16M.Pdf,"13,000.00",Roxas City Government
Supply And Delivery Of Fuel,"PHP1,497,000",2020-04-16,2020-06-30,../Data/Files/Pr/159185456120064947365ee1c5e1bacfe_Fuel 1M.Pdf,2020-04-23,../Data/Files/Pr/15918545618588109595ee1c5e1d5c6b_Fuel 1M.Pdf,"37,000.00",Roxas City Government
Supply And Delivery Of Hazmat Suit,"PHP299,250",2020-04-16,2020-05-30,../Data/Files/Pr/159185456217943854705ee1c5e20030e_Hazmat Suit 299K.Pdf,2020-04-24,../Data/Files/Pr/159185456216548159385ee1c5e21c6d3_Hazmat Suit 299K.Pdf,450,Roxas City Government
MATERIALS FOR CONSTRUCTION OF ADDITIONAL CUBICLES FOR PUI & PUM,"PHP132,360",2020-05-11,2020-05-16,../Data/Files/Pr/159185829417054398975ee1d476c4525_PR.Pdf,2020-05-11,../Data/Files/Pr/15918582951355744105ee1d47701955_ABC.Pdf,1,"MUNICIPALITY OF SALCEDO, ILOCOS SUR"
Food Packs Distribution,"PHP100,000",2020-06-06,2020-06-10,../Data/Files/Pr/15919307353927767375ee2ef6f030d1_IMG_20200612_104022.JPG,2020-06-09,../Data/Files/Pr/15919307356483574425ee2ef6f5ac56_IMG_20200612_103811.JPG,238,"Barangay Inarawan, Naujan, SK"
Hygiene Kits Distribution,"PHP60,529",2020-06-06,2020-06-10,../Data/Files/Pr/159193073510302793555ee2ef6f9ef2e_IMG_20200612_103950.JPG,2020-06-09,../Data/Files/Pr/15919307365853102795ee2ef700794c_IMG_20200612_103915.JPG,238,"Barangay Inarawan, Naujan, SK"
MEALS AND SNACKS FOR FRONTLINE HEALTH WORKERS,"PHP34,500",2020-04-09,2020-05-02,../Data/Files/Pr/159218225413351646485ee6c5ee19486_PR.Pdf,2020-04-09,../Data/Files/Pr/159218225416233061025ee6c5ee37ea6_ABC.Pdf,345,"MUNICIPALITY OF SALCEDO, ILOCOS SUR"
"Water Dispensers, Electric Fans, & Folding Bed With Foam (For Evacuation Center)","PHP119,900",2020-06-19,2020-06-26,../Data/Files/Pr/159219327412430488885ee6f0fa4342e_water Dispensers.Xlsx.Pdf,2020-06-18,../Data/Files/Pr/15921932744638950315ee6f0fa6ef36_water Dispensers...Pdf,35,LGU Perez Quezon
"Purchase Of Water Dispensers, Electric Fans And Folding Beds With Foam (For Evacuation Center)","PHP119,900",2020-06-19,2020-06-26,../Data/Files/Pr/159220312216290147225ee717724330f_water Dispensers.Xlsx.Pdf,2020-06-19,../Data/Files/Pr/15922031227512642825ee71772dd035_water Dispensers...Pdf,35,LGU Perez Quezon
Procurement Of 10 Pcs Ordinary Folding Bed To Be Used At Evacuation Center As Quarantine Facility,"PHP9,800",2020-04-15,2020-04-22,../Data/Files/Pr/159221005310067068055ee7328546011_POfoldingbed.Jpg,2020-04-15,../Data/Files/Pr/159221005316008295965ee732857c225_PRfoldingbed.Jpg,10,"Municipality Of Paete, Laguna"
Procurement Of 10 Box Disinfectant Liquid 6'S To Be Used For The Disinfectant Purposes,"PHP9,500",2020-04-15,2020-04-22,../Data/Files/Pr/159221067714584801615ee734f5a05d1_POa3zonrox.Jpg,2020-04-18,../Data/Files/Pr/1592210677224020105ee734f5e5b89_PRzonrox10box.Jpg,10,"Municipality Of Paete, Laguna"
Supply And Delivery Of Personal Protective Equipment (PPE),"PHP5,000,000",2020-05-04,2020-06-02,../Data/Files/Pr/15922142389893030725ee742dec0d50_PPE- Purchase Request.Pdf,2020-05-18,../Data/Files/Pr/15922142387879241435ee742def09fe_PPE- Purchase Request.Pdf,"2,000.00",CIty Government Of Bayugan
Supply And Delivery Of Vitamins,"PHP15,000,000",2020-05-04,2020-06-02,../Data/Files/Pr/159221423912410970365ee742df2647b_Vitamins Purchase Request.Pdf,2020-05-18,../Data/Files/Pr/159221423917865159915ee742df48aba_Vitamins Purchase Request.Pdf,"8,119.00",CIty Government Of Bayugan
PRE-FABRICATED CONTAINER HOUSE,"PHP19,727,162.61",2020-06-16,2020-09-30,../Data/Files/Pr/15922629851368744725ee80149524d9_EMERGENCY PROCUREMENT CONTAINER HOUSE.Doc,2020-06-22,../Data/Files/Pr/15922629858227415515ee8014997873_EMERGENCY PROCUREMENT CONTAINER HOUSE.Doc,25,LGU TANGUB
20GDB0018 - Emergency Purchase Of Supplies For DPWH Personnel's During Quarantine Period (Covid-19 Pandemic),"PHP1,365,000",2020-05-29,2020-06-01,"../Data/Files/Pr/15922884782847715ee864de6289b_ABC, PROGRAM, APP.Pdf",2020-06-01,"../Data/Files/Pr/1592288478403632475ee864decac4e_ACCEPTANCE, PO, NOA, DELIVERY SCHEDULE, TECHNICAL SPECS.Pdf",1,DPWH BATANGAS I DISTRICT ENGINEERING OFFICE
Procurement Of Covid-19 Test Kits,"PHP1,000,000",2020-04-30,2020-05-08,../Data/Files/Pr/159228919120962422895ee867a70877c_test Kit.Jpg,2020-05-08,../Data/Files/Pr/15922891918291159065ee867a73ea07_Document 19_3.Jpg,"1,000.00","MUNICIPALITY OF QUIRINO, ILOCOS SUR"
Procurement Of Personal Protective Equipment,"PHP1,000,000",2020-04-30,2020-05-08,../Data/Files/Pr/159228994710974609545ee86a9b53843_ppe.Jpg,2020-05-08,../Data/Files/Pr/159228994710836411745ee86a9b7c5ee_Document 19_4.Jpg,"1,000.00","MUNICIPALITY OF QUIRINO, ILOCOS SUR"
Procurement Of Flu Vaccine,"PHP200,000",2020-05-04,2020-05-12,../Data/Files/Pr/159229021215353829295ee86ba48c597_vaccine.Jpg,2020-05-12,../Data/Files/Pr/159229021218540258635ee86ba4c0530_Document 19_9.Jpg,140,"MUNICIPALITY OF QUIRINO, ILOCOS SUR"
Procurement Of 10 Unit Preasure Washer To Be Used For Disinfection/Cleaning Purposes Of Municipality,"PHP80,500",2020-04-14,2020-04-21,../Data/Files/Pr/15922951262337115965ee87ed65cea4_POpreasurewasher.Jpg,2020-04-15,../Data/Files/Pr/15922951261288299785ee87ed683e78_PRwasher.Jpg,10,"Municipality Of Paete, Laguna"
Procurement Of 7500 Kls Chicken Meat To Be Used As Relief Goods,"PHP787,500",2020-05-14,2020-05-22,../Data/Files/Pr/159229595821010762025ee882160bd89_pochicken.Jpg,2020-05-16,../Data/Files/Pr/15922959586618574365ee8821670f19_prchicken.Jpg,"7,500.00","Municipality Of Paete, Laguna"
Procurement Of 400 Box Sardines 155grams 100'S To Be Used As Relief Goods,"PHP762,000",2020-05-15,2020-05-22,../Data/Files/Pr/15922964756693646565ee8841bee598_poglorysardines400.Jpg,2020-05-16,../Data/Files/Pr/15922964766719661545ee8841c2f59a_prglorysardine400.Jpg,400,"Municipality Of Paete, Laguna"
Procurement Of 3 Pcs Infrared Thermometer To Be Used By The Rural Health Unit,"PHP21,300",2020-04-15,2020-04-22,../Data/Files/Pr/159229690514555880245ee885c9372e8_POklickluckyinfrared2.Jpg,2020-04-22,../Data/Files/Pr/159229690514171676065ee885c95cb21_PRinfrared2.Jpg,3,"Municipality Of Paete, Laguna"
Procurement Of Drums And Container To Be Used For Disinfection Purposes,"PHP3,190",2020-03-23,2020-03-30,../Data/Files/Pr/159229740521220530905ee887bd01f43_POdrum.Jpg,2020-03-23,../Data/Files/Pr/159229740612472872245ee887beb15d6_PRdrum.Jpg,4,"Municipality Of Paete, Laguna"
Construction Of Fence At Evacuation Center (PHASE II),"PHP1,421,822.4",2020-06-05,2020-09-05,../Data/Files/Pr/15923585496851258255ee976955a11d_Image (10).Jpg,2020-06-05,../Data/Files/Pr/15923585504156300205ee976961549e_Image (11).Jpg,1,Municipality Of Kalibo
Provision Of Food Asssistance And Other Relief Good Of Affected Households And For Other Necessary COVId-19 Related PPA's And Expenses-BAYANIHAN GRANT TO CITIES AND MUNICIPALITIES,"PHP38,495",2020-06-18,2020-06-26,../Data/Files/Pr/15923645762698280895ee98e20c3d0b_Provision Of Food Assistance Anf Other Relief Goods Of Affected Households And Other Necessary Covid,2020-06-22,../Data/Files/Pr/159236457717696146465ee98e211e9c2_Provision Of Food Assistance Anf Other Relief Goods Of Affected Households And Other Necessary Covi,59,"LGU San Juan, Siquijor"
