Project Name,Approved Budget,Start Date,End Date,TOR,Date Of Delivery,Other Relevant Information,Required Quantity,Procuring Entity
"PROVISION OF MEDICINES, RELIEF GOODS (FOOD & NON-GOODS), UTILIZE USE OF SUPPLIES AND EQUIPMENT, SHELTER AND LIVELIHOOD ASSISTANCE TO AFFECTED INDIVIDUALS AND FAMILIES (RELIEF GOODS)","299,700.00",2020-03-17,2020-03-23,gppbgovph.com/data/files/pr/159097735619101658585ed4634ce82fc_105.pdf,2020-03-17,gppbgovph.com/data/files/pr/159097735718048426125ed4634d22c04_105.pdf,"1,709.00",LGU PEREZ QUEZON
"PROVISION OF MEDICINES, RELIEF GOODS (FOOD & NON-GOODS), UTILIZE USE OF SUPPLIES AND EQUIPMENT, SHELTER AND LIVELIHOOD ASSISTANCE TO AFFECTED INDIVIDUALS AND FAMILIES (HAULING)","10,000.00",2020-03-30,2020-04-06,gppbgovph.com/data/files/pr/15909782554784018675ed466cfaf42a_106.pdf,2020-03-30,gppbgovph.com/data/files/pr/159097825619825293145ed466d00699f_106.pdf,1,LGU PEREZ QUEZON
"OPLAN ""SITA"" , CHECKPOINT, PATROLING (FUEL, OIL & LUBRICANTS)","9,000.00",2020-03-30,2020-04-06,gppbgovph.com/data/files/pr/15909784125668906465ed4676c085f1_107.pdf,2020-03-30,gppbgovph.com/data/files/pr/159097841213300647145ed4676c29637_107.pdf,180,LGU PEREZ QUEZON
SUPPLY & DELIVERY OF MEDICINES,"499,954.50",2020-04-01,2020-04-10,gppbgovph.com/data/files/pr/159098072920961010995ed47079449c6_100-20-04-108-20200401.pdf,2020-04-01,gppbgovph.com/data/files/pr/15909807296973329265ed470796edfa_100-20-04-108-20200401.pdf,"4,307.00",LGU PEREZ QUEZON
"PROVISION OF SUPPLIES, EQUIPMENT, MEDICINES & VITAMINS, MISC. EXPENSES FOR COVID-19 RESPONSE","99,818.00",2020-04-03,2020-04-10,gppbgovph.com/data/files/pr/159098958117079946945ed4930d9eca5_109.pdf,2020-04-03,gppbgovph.com/data/files/pr/15909895816795481875ed4930dd10ea_109.pdf,571,LGU PEREZ QUEZON
PROVISION OF SUPPLIES TO PERSONNEL & VOLUNTEERS FOR DISASTER OPERATIONS & DRRM ACTIVITIES,"25,041.00",2020-04-03,2020-04-10,gppbgovph.com/data/files/pr/159098978218390048555ed493d6023b0_109A.pdf,2020-04-03,gppbgovph.com/data/files/pr/15909897825182442305ed493d632642_109A.pdf,140.3,LGU PEREZ QUEZON
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLD,"368,600.00",2020-04-03,2020-04-10,gppbgovph.com/data/files/pr/15909901479850499435ed49543da7a8_110.2.pdf,2020-04-03,gppbgovph.com/data/files/pr/159099014817767333695ed4954469695_110.pdf,"1,161.00",LGU PEREZ QUEZON
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLD (RICE),"230,000.00",2020-04-03,2020-04-10,gppbgovph.com/data/files/pr/159099061410409021665ed49716a6d4a_111.2.pdf,2020-04-03,gppbgovph.com/data/files/pr/159099061413598347845ed49716cee21_111.2.pdf,100,LGU PEREZ QUEZON
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLD,"499,300.00",2020-04-08,2020-05-15,gppbgovph.com/data/files/pr/159099240518752057465ed49e1592a7e_112.2.pdf,2020-04-08,gppbgovph.com/data/files/pr/159099240516847185805ed49e15cc8f9_112.2.pdf,218,LGU PEREZ QUEZON
MAINTENANCE OF PATROL VEHICLE,"33,145.00",2020-04-08,2020-04-15,gppbgovph.com/data/files/pr/159099269310004103575ed49f358cfaa_114.pdf,2020-04-08,gppbgovph.com/data/files/pr/159099269320560610305ed49f35ae2d7_114-New.pdf,10,LGU PEREZ QUEZON
"PROVISION OF SUPPLIES , EQUIPMENT, MEDICINES & VITAMINS, MISC. EXPENSES FOR COVID-19 RESPONSE","14,724.00",2020-04-15,2020-04-22,gppbgovph.com/data/files/pr/159099289410133558415ed49ffee3863_115.pdf,2020-04-15,gppbgovph.com/data/files/pr/159099289510781795205ed49fff13bd4_115.pdf,204,LGU PEREZ QUEZON
"FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLDS & FRONTLINERS, LGU (FOODS)","49,822.00",2020-04-15,2020-04-22,gppbgovph.com/data/files/pr/15909932131190680565ed4a13da6994_116.pdf,2020-04-15,gppbgovph.com/data/files/pr/159099321311148546755ed4a13deb565_116.pdf,979.1,LGU PEREZ QUEZON
PROCUREMENT OF PERSONAL PROTECTIVE EQUIPMENT,"300,000.00",2020-04-17,2020-04-24,gppbgovph.com/data/files/pr/15909933326472590555ed4a1b45aa5c_117.pdf,2020-04-17,gppbgovph.com/data/files/pr/159099333221156998565ed4a1b48da02_117.pdf,650,LGU PEREZ QUEZON
PROCUREMENT OF MEDICINES & VITAMINS,"999,964.00",2020-04-17,2020-04-27,gppbgovph.com/data/files/pr/15909936609844183575ed4a2fcbf3ff_118.pdf,2020-04-17,gppbgovph.com/data/files/pr/159099366118914319205ed4a2fd596ec_118.pdf,"3,526.00",LGU PEREZ QUEZON
PNEUMOCCOCAL POLYSACCHARIDE VACCINE 25MCG/0.5ML,"1,190,000.00",2020-05-08,2020-05-18,gppbgovph.com/data/files/pr/15909956548334901035ed4aac656d5a_PR#2020-05-0841.pdf,2020-05-14,gppbgovph.com/data/files/pr/15909956541950382905ed4aac6839ad_BAC Res 2020-05-0810.pdF,700,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLD (RICE),"409,400.00",2020-04-17,2020-04-24,gppbgovph.com/data/files/pr/1591056879616001315ed599ef46752_119.pdf,2020-04-17,gppbgovph.com/data/files/pr/159105687911054083905ed599ef8945d_119.pdf,178,LGU PEREZ QUEZON
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLDS,"290,025.00",2020-04-17,2020-04-24,gppbgovph.com/data/files/pr/15910571911887223495ed59b272385c_120.pdf,2020-04-17,gppbgovph.com/data/files/pr/159105719117400808575ed59b274fbb2_120.2.pdf,185,LGU PEREZ QUEZON
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLD & FRONTLINERS (PORK),"169,092.00",2020-04-27,2020-05-11,gppbgovph.com/data/files/pr/15910653779608731725ed5bb21338f5_121.pdf,2020-04-27,gppbgovph.com/data/files/pr/15910653776773260545ed5bb2174c1b_121.pdf,924,LGU PEREZ QUEZON
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLD & FRONTLINERS (PORK),"73,932.00",2020-04-27,2020-05-11,gppbgovph.com/data/files/pr/159106546713265850805ed5bb7bd7eb6_122.pdf,2020-04-27,gppbgovph.com/data/files/pr/15910654687317285615ed5bb7c0c95f_122.pdf,404,LGU PEREZ QUEZON
"PROCUREMENT OF DISINFECTANTS, SPRAYERS, DISINFECTION TENTS & OTHER DISINFECTING SUPPLIES & MISTING EQUIPMENT","419,800.00",2020-04-27,2020-05-07,gppbgovph.com/data/files/pr/159106593112741631515ed5bd4b0e0ed_100-20-04-123-20200427.pdf,2020-04-27,gppbgovph.com/data/files/pr/15910659379170281005ed5bd51aa556_100-20-04-123-20200427.pdf,"1,424.00",LGU PEREZ QUEZON
PURCHASE/RENTAL OF TENTS FOR TEMPORARY SHELTERS OF THE HOMELESS,"700,000.00",2020-04-27,2020-05-07,gppbgovph.com/data/files/pr/159106719318721172925ed5c23920f74_100-20-04-124-20200427.pdf,2020-04-27,gppbgovph.com/data/files/pr/15910671932636561315ed5c239505ef_100-20-04-124-20200427.pdf,140,LGU PEREZ QUEZON
"OPLAN ""SITA"", CHECKPOINT, PATROLLING","41,562.00",2020-04-28,2020-05-05,gppbgovph.com/data/files/pr/159106734310009869155ed5c2cfc85ca_100-20-04-125-20200428.pdf,2020-04-28,gppbgovph.com/data/files/pr/159106734417952309335ed5c2d000d3b_100-20-04-125-20200428.pdf,"1,620.00",LGU PEREZ QUEZON
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLDS (RICE),"418,600.00",2020-04-29,2020-05-06,gppbgovph.com/data/files/pr/15910675394833209835ed5c393f3e23_100-20-04-126-20200429.pdf,2020-04-29,gppbgovph.com/data/files/pr/15910675403410126505ed5c39429ca2_100-20-04-126-20200429.pdf,182,LGU PEREZ QUEZON
"PROVISION OF PACKAGE OF SUPPLEMENTAL FOOD & NON-FOOD ITEMS UNDER ARBOLD PROJECT (SARDINES,NOODLES,BATH SOAP & FACE MASK)","327,342.00",2020-05-12,2020-05-31,gppbgovph.com/data/files/pr/15910681755142226395ed5c60f2d5d4_PR 175_pdf.pdf,2020-05-12,gppbgovph.com/data/files/pr/15910681756442255385ed5c60f5c035_Reso 61.pdf,1,DEPARTMENT OF AGRARIAN REFORM - CAMARINES SUR II
EMERGENCY PURCHASE OF ONE (1) UNIT 75KVA GENERATOR SET FOR USE IN THE MUNICIPAL ISOLATION UNIT FOR COVID-19 RESPONSE IN THIS MUNICIPALITY,"850,000.00",2020-06-08,2020-06-18,gppbgovph.com/data/files/pr/15910690124286651545ed5c95418346_PR_Emergency Purchase Of Genset.jpeg,2020-06-18,gppbgovph.com/data/files/pr/159106901220284032785ed5c9544457c_RFQ_Emergency Purchase Of Genset.pdf,1,LGU MALALAG
PROVISION OF WELL-MILLED RICE UNDER ARBOLD PROJECT,"203,300.00",2020-05-12,2020-05-31,gppbgovph.com/data/files/pr/159107552310517417975ed5e2c3ccf88_PR 175_pdf.pdf,2020-05-12,gppbgovph.com/data/files/pr/159107552418928908135ed5e2c4151d3_Reso 61.pdf,107,DEPARTMENT OF AGRARIAN REFORM - CAMARINES SUR II
SUPPLY AND DELIVERY OF MEDICAL SUPPLIES,"37,100,000.00",2020-04-28,2020-05-27,gppbgovph.com/data/files/pr/15910819068444595225ed5fbb26978a_Medical Supplies 3M.pdf,2020-04-28,gppbgovph.com/data/files/pr/159108190617230274185ed5fbb2967e1_Medical Supplies 3M.pdf,30,ROXAS CITY GOVERNMENT
MEDICINES,"8,100,070.00",2020-04-28,2020-05-27,gppbgovph.com/data/files/pr/15910819064114303845ed5fbb2b4bc8_Medicines 8M.pdf,2020-05-28,gppbgovph.com/data/files/pr/15910819068300455745ed5fbb2cc159_Medicines 8M.pdf,18,ROXAS CITY GOVERNMENT
PROVISION OF SUPPLIES TO PERSONNEL & VOLUNTEERS FOR DISASTER OPERATIONS & DRRM ACTIVITIES,"28,631.20",2020-04-29,2020-05-06,gppbgovph.com/data/files/pr/159108388320636968645ed6036bbc8a3_100-20-04-126A-20200429.pdf,2020-04-29,gppbgovph.com/data/files/pr/15910838847706607555ed6036c050f3_126A.pdf,473.62,LGU PEREZ QUEZON
UUSE FOR COVID-19 PROGRAMS AND ACTIVITIES,"377,490.00",2020-06-04,2020-06-08,gppbgovph.com/data/files/pr/15911471011169681795ed6fa5df2241_img20200603_09153549.jpg,2020-06-17,gppbgovph.com/data/files/pr/159114710220755924685ed6fa5e2577b_Image (6).jpg,1,MUNICIPALITY OF KALIBO
PROVISION OF DISASTER EQUIPMENT & SUPPLIES TO ACCREDITED COMMUNITY DISASTER VOLUNTEERS (ACDV'S) (HANDHELD RADIO),"49,920.00",2020-05-04,2020-05-14,gppbgovph.com/data/files/pr/15911491905330256025ed7028674411_100-20-05-127-20200504.pdf,2020-05-04,gppbgovph.com/data/files/pr/15911491907616244915ed70286a641d_100-20-05-127-20200504.pdf,12,LGU PEREZ QUEZON
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLD & FRONTLINERS (PORK),"315,345.60",2020-05-04,2020-05-11,gppbgovph.com/data/files/pr/159114942513265823595ed70371296f5_128.pdf,2020-05-04,gppbgovph.com/data/files/pr/159114942514630059145ed703715331b_100-20-05-128-20200504.pdf,"1,723.20",LGU PEREZ QUEZON
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLD & FRONTLINERS (PORK FOR FRONTLINERS),"25,986.00",2020-05-04,2020-05-11,gppbgovph.com/data/files/pr/159115037312671385005ed7072586d2c_100-20-05-129-20200504.pdf,2020-05-04,gppbgovph.com/data/files/pr/15911503733330485895ed70725ba26e_100-20-05-129-20200505.pdf,142,LGU PEREZ QUEZON
TRANSPORTATION & DELIVERY EXPENSES (TRANSPORTATION/ HAULING OF RELIEF GOODS),"12,000.00",2020-05-05,2020-05-12,gppbgovph.com/data/files/pr/15911517098588326755ed70c5d667db_130.pdf,2020-05-05,gppbgovph.com/data/files/pr/15911517099483988795ed70c5d95962_130.pdf,1,LGU PEREZ QUEZON
"FUEL, OIL & LUBRICANTS EXPENSES","1,257.30",2020-05-13,2020-05-22,gppbgovph.com/data/files/pr/159115235219140755435ed70ee0f13e0_131A.pdf,2020-05-13,gppbgovph.com/data/files/pr/15911523538964907835ed70ee131fc2_131A.pdf,45,LGU PEREZ QUEZON
"FUEL, OIL & LUBRICANTS EXPENSES (ENGINE OIL & GEAR OIL)","3,140.00",2020-05-18,2020-05-25,gppbgovph.com/data/files/pr/159115326115943332605ed7126de5176_135.pdf,2020-05-18,gppbgovph.com/data/files/pr/159115326215823935775ed7126e1f66a_135.pdf,4,LGU PEREZ QUEZON
REPAIR & MAINTENANCE OF TRANSPORTATION EQUIPMENT (WATERCRAFT-PATROL BOAT) (SPARE PARTS),1.00,2020-05-18,2020-05-25,gppbgovph.com/data/files/pr/159115359120131452685ed713b737dce_136.pdf,2020-05-18,gppbgovph.com/data/files/pr/159115359113827989145ed713b762c3c_136.pdf,1,LGU PEREZ QUEZON
HYGIENE KITS,"99,980.00",2020-05-20,2020-05-30,gppbgovph.com/data/files/pr/159115481016291767165ed7187a97162_100-20-05-140-20200520.pdf,2020-05-20,gppbgovph.com/data/files/pr/159115481019167826515ed7187ad9a29_100-20-05-140-20200520.pdf,"4,590.00",LGU PEREZ QUEZON
OTHER SUPPLIES & MATERIALS (PERSONAL PROTECTIVE EQUIPMENT),"499,985.00",2020-05-20,2020-05-30,gppbgovph.com/data/files/pr/15911551054627041635ed719a1910f1_100-20-05-141-20200520.pdf,2020-05-20,gppbgovph.com/data/files/pr/15911551051051999305ed719a1c0a60_100-20-05-141-20200520.pdf,"6,619.00",LGU PEREZ QUEZON
"MEDICAL, DENTAL & LABORATORY SUPPLIES","199,990.00",2020-05-20,2020-05-30,gppbgovph.com/data/files/pr/15911553111399295555ed71a6f52b79_100-20-05-142-20200520.pdf,2020-05-20,gppbgovph.com/data/files/pr/15911553113326980195ed71a6f8952e_100-20-05-142-20200520.pdf,300,LGU PEREZ QUEZON
PRINTING OF TARPAULIN/INFORMATION DRIVE,"2,016.00",2020-05-08,2020-05-11,gppbgovph.com/data/files/pr/159117248214394648975ed75d823822d_PRtarp.pdf,2020-05-11,gppbgovph.com/data/files/pr/159117248211372293275ed75d825c43d_proj.Requirements.pdf,24,LGU-REMEDIOS T. ROMUALDEZ
TRANSPORTATION EXPENSES,"88,853.30",2020-05-04,2020-05-12,gppbgovph.com/data/files/pr/15911724828656976075ed75d82835df_PRgasoline.pdf,2020-05-05,gppbgovph.com/data/files/pr/15911724827545671575ed75d82c30af_proj.Requirements.pdf,1,LGU-REMEDIOS T. ROMUALDEZ
TRANSPORTATION EXPENSES,"26,969.50",2020-04-14,2020-04-24,gppbgovph.com/data/files/pr/15911724829737717265ed75d82e133a_pr.pdf,2020-04-24,gppbgovph.com/data/files/pr/15911724833186031085ed75d830d694_proj.Requirements.pdf,1,LGU-REMEDIOS T. ROMUALDEZ
"PROCUREMENT OF 95 GALLON DISINFECTANT LIQUID,1 DRUM ALCOHOL, 500 PCS WASHABLE FACEMASK","78,500.00",2020-04-07,2020-04-14,gppbgovph.com/data/files/pr/159117274018711761855ed75e84ceae8_PRalcohol.jpg,2020-04-07,gppbgovph.com/data/files/pr/159117274114863479205ed75e8512a5c_POgoldfortunealcohol.jpg,596,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF MATERIALS AND OTHER SUPPLIES,"21,779.00",2020-04-01,2020-06-08,gppbgovph.com/data/files/pr/159125641710413701705ed8a561c8431_spraybottles.jpg,2020-04-02,gppbgovph.com/data/files/pr/159125641717046163395ed8a561ef7c5_POkimberland.jpg,1,"MUNICIPALITY OF PAETE, LAGUNA"
"PROCUREMENT OF MATERIALS, DISIFECTANT SUPPLIES, PLASTIC, BATTERY, PAPER PLATE","5,859.00",2020-04-03,2020-04-10,gppbgovph.com/data/files/pr/159125731913513750205ed8a8e772acb_PRbatteryCadang.jpg,2020-04-03,gppbgovph.com/data/files/pr/159125731915696230625ed8a8e79c11a_POcadangatibapa.jpg,1,"MUNICIPALITY OF PAETE, LAGUNA"
EMERGENCY PURCHASE OF ADDITIONAL FOOD SUPPLIES FOR EMERGENCY RELIEF OPERATIONS DUE TO COVID-19 PUBLIC HEALTH EMERGENCY AND NATIONAL STATE OF CALAMITY,"4,500,000.00",2020-04-08,2020-04-13,gppbgovph.com/data/files/pr/15915928563494653485eddc79883f29_PR_Emergency Purchase Of Additional Food Supplies For Emergency Relief Operations Due To COVID-19 Pu,2020-04-13,gppbgovph.com/data/files/pr/159159285614860961095eddc798b3977_RFQ_Emergency Purchase Of Additional Food Supplies For Emergency Relief Operations Due To COVID-19,"1,354.00",LGU MALALAG
SUPPLY AND DELIVERY OF LABORATORY SUPPLIES (HBSAG REAGENT KIT) 30 TEST KITS/BOX,"240,000.00",2020-03-20,2020-04-03,gppbgovph.com/data/files/pr/159159341216291048565eddc9c40f2df_20-03-022 NP-Emergency.doc,2020-04-03,gppbgovph.com/data/files/pr/15915934125988857725eddc9c437698_20-03-022 NP-Emergency.doc,60,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF LABORATORY SUPPLIES (SYPHILIS REAGENT KIT TPHA) 30 TEST KITS/BOX,"45,000.00",2020-03-20,2020-04-03,gppbgovph.com/data/files/pr/15915934125425209695eddc9c45b5e2_20-03-022 NP-Emergency.doc,2020-04-03,gppbgovph.com/data/files/pr/15915934126867860555eddc9c47d537_20-03-022 NP-Emergency.doc,15,TALISAY DISTRICT HOSPITAL
EMERGENCY PURCHASE OF MEDICINE SUPPLY FOR USE IN THE COVID-19 MITIGATION AND RESPONSE,"105,050.00",2020-06-08,2020-06-15,gppbgovph.com/data/files/pr/15915996321421366185edde210ab4f8_PR_Emergency Purchase Of Medicine Supply For COVID-19 Mitigation And Response Program.jpeg,2020-06-15,gppbgovph.com/data/files/pr/159159963211503086865edde210ed183_RFQ2_Medicine Supply For Use In The COVID-19 Mitigation And Response Program.pdf,947,LGU MALALAG
PURCHASE OF RICE,"2,610,000.00",2020-05-12,2020-06-12,gppbgovph.com/data/files/pr/159167170011917787895edefb9410b6d_bayanihan Rice.jpg,2020-05-13,gppbgovph.com/data/files/pr/159167170020413851945edefb946c409_bayanihan Rice.jpg RES.jpg,"11,600.00",LGU VALENCIA
SUPPLY AND DELIVERY OF LABORATORY SUPPLIES (HBSAG REAGENT KIT) 30 TEST KITS/BOX,"480,000.00",2020-05-18,2020-06-08,gppbgovph.com/data/files/pr/159168327621097489125edf28cc46909_RFQ 20-05-051.pdf,2020-06-08,gppbgovph.com/data/files/pr/159168327614740191745edf28ccbb123_RFQ 20-05-051.pdf,120,TALISAY DISTRICT HOSPITAL
SUPPLY AND DELIVERY OF DISPOSABLE MEDICAL FACE SHIELDS,"30,000.00",2020-03-13,2020-03-16,gppbgovph.com/data/files/pr/159168990417643825115edf42b012cf2_20-03-017 NP-Emergency.doc,2020-03-16,gppbgovph.com/data/files/pr/159168990410044296165edf42b04902d_20-03-017 NP-Emergency.doc,200,TALISAY DISTRICT HOSPITAL
VAN RENTAL FOR 15 DAYS,"48,000.00",2020-06-09,2020-06-30,gppbgovph.com/data/files/pr/15916949378380049755edf565922885_PR 2195.jpg,2020-06-09,gppbgovph.com/data/files/pr/15916949376526621725edf565961f18_RFQ Van Rental 2195.docx,1,DEPARTMENT OF AGRICULTURE - REGIONAL FIELD OFFICE 7
VAN RENTAL FOR 5 DAYS,"21,000.00",2020-06-11,2020-06-26,gppbgovph.com/data/files/pr/159169493710153427215edf56597c844_PR 2196.jpg,2020-06-11,gppbgovph.com/data/files/pr/159169493711433582855edf5659ede85_RFQ Van Rental 2196.docx,1,DEPARTMENT OF AGRICULTURE - REGIONAL FIELD OFFICE 7
FOOD SUPPLIES EXPENSES (RICE),"1,506,500.00",2020-06-16,2020-06-30,gppbgovph.com/data/files/pr/15916955875394969115edf58e3ea470_Rice 655.pdf,2020-06-16,gppbgovph.com/data/files/pr/15916955881296507255edf58e443212_Rice 655.pdf,655,LGU PEREZ QUEZON
RADIO PROGRAM AIRTIME (BLOCKTIME),"84,000.00",2020-05-30,2020-12-12,gppbgovph.com/data/files/pr/159169564213211407245edf591ab8aae_PR 2123.jpg,2020-05-30,gppbgovph.com/data/files/pr/15916956429897127515edf591af2777_2123 Canvass Gass-20-2123 Radio Program Tagbilaran Saturday.docx,24,DEPARTMENT OF AGRICULTURE - REGIONAL FIELD OFFICE 7
FOOD SUPPLIES EXPENSES (GROCERIES),"1,076,862.50",2020-06-16,2020-06-30,gppbgovph.com/data/files/pr/159169627312287526755edf5b91aa752_Groceries.Xlsx.pdf,2020-06-16,gppbgovph.com/data/files/pr/159169627317646015435edf5b91d38ed_Groceries.pdf,"19,197.50",LGU PEREZ QUEZON
PROCUREMENT OF DRUGS AND MEDICINES,"150,000.00",2020-05-11,2020-05-15,gppbgovph.com/data/files/pr/159176975813952638815ee07a9eaa57e_pr.pdf,2020-05-13,gppbgovph.com/data/files/pr/159176975815571883985ee07a9ec9bfe_p.O1.pdf,1,LGU-REMEDIOS T. ROMUALDEZ
HRD PROGRAM CY-2020,"99,500.00",2020-06-11,2020-06-15,gppbgovph.com/data/files/pr/159183595716143373165ee17d3576dda_img20200609_14290749.jpg,2020-06-24,gppbgovph.com/data/files/pr/159183595718562307875ee17d35ad94f_img20200611_08345125.jpg,1,MUNICIPALITY OF KALIBO
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLDS (RICE),"407,100.00",2020-06-16,2020-06-23,gppbgovph.com/data/files/pr/15918439532212264485ee19c712e697_Rice 177.Xlsx.pdf,2020-06-16,gppbgovph.com/data/files/pr/15918439531683602895ee19c715cb01_Rice 177.pdf,177,LGU PEREZ QUEZON
FOOD ASSISTANCE & OTHER RELIEF GOODS FOR AFFECTED HOUSEHOLDS,"378,048.00",2020-06-16,2020-06-23,gppbgovph.com/data/files/pr/15918445255471072695ee19ead270ee_relief.pdf,2020-06-16,gppbgovph.com/data/files/pr/159184452511558591325ee19ead4d0c3_Relief.pdf,"28,048.00",LGU PEREZ QUEZON
SUPPLY AND DELIVERY OF RICE,"16,380,000.00",2020-04-16,2020-06-30,gppbgovph.com/data/files/pr/159185456114789744865ee1c5e181b70_Rice 16M.pdf,2020-04-30,gppbgovph.com/data/files/pr/159185456116057267435ee1c5e19f1c6_Rice 16M.pdf,"13,000.00",ROXAS CITY GOVERNMENT
SUPPLY AND DELIVERY OF FUEL,"1,497,000.00",2020-04-16,2020-06-30,gppbgovph.com/data/files/pr/159185456120064947365ee1c5e1bacfe_Fuel 1M.pdf,2020-04-23,gppbgovph.com/data/files/pr/15918545618588109595ee1c5e1d5c6b_Fuel 1M.pdf,"37,000.00",ROXAS CITY GOVERNMENT
SUPPLY AND DELIVERY OF HAZMAT SUIT,"299,250.00",2020-04-16,2020-05-30,gppbgovph.com/data/files/pr/159185456217943854705ee1c5e20030e_Hazmat Suit 299K.pdf,2020-04-24,gppbgovph.com/data/files/pr/159185456216548159385ee1c5e21c6d3_Hazmat Suit 299K.pdf,450,ROXAS CITY GOVERNMENT
MATERIALS FOR CONSTRUCTION OF ADDITIONAL CUBICLES FOR PUI & PUM,"132,360.00",2020-05-11,2020-05-16,gppbgovph.com/data/files/pr/159185829417054398975ee1d476c4525_PR.pdf,2020-05-11,gppbgovph.com/data/files/pr/15918582951355744105ee1d47701955_ABC.pdf,1,"MUNICIPALITY OF SALCEDO, ILOCOS SUR"
FOOD PACKS DISTRIBUTION,"100,000.00",2020-06-06,2020-06-10,gppbgovph.com/data/files/pr/15919307353927767375ee2ef6f030d1_IMG_20200612_104022.jpG,2020-06-09,gppbgovph.com/data/files/pr/15919307356483574425ee2ef6f5ac56_IMG_20200612_103811.jpG,238,"BARANGAY INARAWAN, NAUJAN, SK"
HYGIENE KITS DISTRIBUTION,"60,529.00",2020-06-06,2020-06-10,gppbgovph.com/data/files/pr/159193073510302793555ee2ef6f9ef2e_IMG_20200612_103950.jpG,2020-06-09,gppbgovph.com/data/files/pr/15919307365853102795ee2ef700794c_IMG_20200612_103915.jpG,238,"BARANGAY INARAWAN, NAUJAN, SK"
MEALS AND SNACKS FOR FRONTLINE HEALTH WORKERS,"34,500.00",2020-04-09,2020-05-02,gppbgovph.com/data/files/pr/159218225413351646485ee6c5ee19486_PR.pdf,2020-04-09,gppbgovph.com/data/files/pr/159218225416233061025ee6c5ee37ea6_ABC.pdf,345,"MUNICIPALITY OF SALCEDO, ILOCOS SUR"
"WATER DISPENSERS, ELECTRIC FANS, & FOLDING BED WITH FOAM (FOR EVACUATION CENTER)","119,900.00",2020-06-19,2020-06-26,gppbgovph.com/data/files/pr/159219327412430488885ee6f0fa4342e_water Dispensers.Xlsx.pdf,2020-06-18,gppbgovph.com/data/files/pr/15921932744638950315ee6f0fa6ef36_water Dispensers...pdf,35,LGU PEREZ QUEZON
"PURCHASE OF WATER DISPENSERS, ELECTRIC FANS AND FOLDING BEDS WITH FOAM (FOR EVACUATION CENTER)","119,900.00",2020-06-19,2020-06-26,gppbgovph.com/data/files/pr/159220312216290147225ee717724330f_water Dispensers.Xlsx.pdf,2020-06-19,gppbgovph.com/data/files/pr/15922031227512642825ee71772dd035_water Dispensers...pdf,35,LGU PEREZ QUEZON
PROCUREMENT OF 10 PCS ORDINARY FOLDING BED TO BE USED AT EVACUATION CENTER AS QUARANTINE FACILITY,"9,800.00",2020-04-15,2020-04-22,gppbgovph.com/data/files/pr/159221005310067068055ee7328546011_POfoldingbed.jpg,2020-04-15,gppbgovph.com/data/files/pr/159221005316008295965ee732857c225_PRfoldingbed.jpg,10,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF 10 BOX DISINFECTANT LIQUID 6'S TO BE USED FOR THE DISINFECTANT PURPOSES,"9,500.00",2020-04-15,2020-04-22,gppbgovph.com/data/files/pr/159221067714584801615ee734f5a05d1_POa3zonrox.jpg,2020-04-18,gppbgovph.com/data/files/pr/1592210677224020105ee734f5e5b89_PRzonrox10box.jpg,10,"MUNICIPALITY OF PAETE, LAGUNA"
SUPPLY AND DELIVERY OF PERSONAL PROTECTIVE EQUIPMENT (PPE),"5,000,000.00",2020-05-04,2020-06-02,gppbgovph.com/data/files/pr/15922142389893030725ee742dec0d50_PPE- Purchase Request.pdf,2020-05-18,gppbgovph.com/data/files/pr/15922142387879241435ee742def09fe_PPE- Purchase Request.pdf,"2,000.00",CITY GOVERNMENT OF BAYUGAN
SUPPLY AND DELIVERY OF VITAMINS,"15,000,000.00",2020-05-04,2020-06-02,gppbgovph.com/data/files/pr/159221423912410970365ee742df2647b_Vitamins Purchase Request.pdf,2020-05-18,gppbgovph.com/data/files/pr/159221423917865159915ee742df48aba_Vitamins Purchase Request.pdf,"8,119.00",CITY GOVERNMENT OF BAYUGAN
